cinv;cislo;budt;mist;osc;zapl;nazev;poh;nomenkl;kat;typmajet;ucet;datzar;trida;mj;cenamj;czcpa;skp;jkpov;druh;cmnoz;ccena;fizd;hjz;dod;cdokpor;cdok;vyrcis;rok;evcis;cinnost;zak;najz;naji;naj;pracn;datpok;kontr;zpinv;zptck;pozn;obr;prilohy
101;D09240085;903;403;;22.2.2024;dálkový ovladač garážových vrat TRANSMITTE 4-CE, 4-kanálový;801;;;1;86;13.2.2024;;ks;1452,00;26.30.12;;;;1,000;1452,00;;;27106985;222240216;225240085;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240086;903;403;;22.2.2024;dálkový ovladač garážových vrat TRANSMITTE 4-CE, 4-kanálový;801;;;1;86;13.2.2024;;ks;1452,00;26.30.12;;;;1,000;1452,00;;;27106985;222240216;225240086;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240087;903;403;;22.2.2024;dálkový ovladač garážových vrat TRANSMITTE 4-CE, 4-kanálový;801;;;1;86;13.2.2024;;ks;1452,00;26.30.12;;;;1,000;1452,00;;;27106985;222240216;225240087;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240102;903;224;;29.2.2024;mikrovlnná trouba LG MS2535GIR, hork.vzd, černá, 20 l, 1000W;801;;;1;86;6.2.2024;;ks;3289,00;27.51.27;;;;1,000;3289,00;;;27082440;999240060;225240102;Sn: 310TAVYAV895;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240129;903;4807;;11.12.2024;oxymetr pulsní PM60;861;;;1;81;31.3.2024;;ks;9194,85;32.50.50;;;;1,000;9194,85;;;;324240136;P240442;CR34268462;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240313;903;205;;30.4.2024;skartovač SENCOR SSK 482, křížový řez, utajení P-4;801;;;1;86;30.4.2024;;ks;1599,00;28.23.23;;;;1,000;1599,00;;;27082440;999240365;225240313;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240493;903;201;;11.11.2024;válenda STEFI 90*200cm hnědá čaloun, pruž.matr., lamel.rošt;861;;;1;85;20.6.2024;;ks;5999,00;31.09.12;;;;1,000;5999,00;;;25723944;999240573;P240326;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240494;903;226;;28.6.2024;válenda STEFI 90*200cm hnědá čaloun, pruž.matr., lamel.rošt;801;;;1;85;20.6.2024;;ks;5999,00;31.09.12;;;;1,000;5999,00;;;25723944;999240573;225240494;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240934;903;215;;29.11.2024;parní pračka AEG 7000 ProStream LFR73844BC bílá,přední,A,8kg;801;;;1;86;12.11.2024;;ks;11890,00;27.51.13;;;;1,000;11890,00;;;27082440;222241599;225240934;SN:2409145014092144011003;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09240976;903;72EP;;29.12.2025;ampulárium AEROcase PRO EMS, velké červené 60 ampulí;861;;;1;81;15.11.2024;;ks;2238,50;32.50.50;;;;1,000;2238,50;;;24766356;222241726;P250415;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241030;903;217;;6.1.2025;"monitor Philips 242S1AE 24"", 61cm, záruka 3 roky";860;;;1;84;3.12.2024;;ks;2613,60;26.20.17;;;;1,000;2613,60;;;25289462;999241204;P250010;UHB2414004577;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241059;903;1807;;18.9.2025;mobil.telef.Samsung Galaxy XCover 7 Enterprise,černý+Knox;861;;;1;82;16.12.2024;;ks;9217,80;26.30.22;;;;1,000;9217,80;;;24228991;999241280;P250291;355241322805715;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241060;903;1807;;18.9.2025;mobil.telef.Samsung Galaxy XCover 7 Enterprise,černý+Knox;861;;;1;82;16.12.2024;;ks;9217,80;26.30.22;;;;1,000;9217,80;;;24228991;999241280;P250291;355241322808073;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241061;903;3909;;19.2.2025;mobil.telef.Samsung Galaxy XCover 7 Enterprise,černý+Knox;860;;;1;82;16.12.2024;;ks;9217,80;26.30.22;;;;1,000;9217,80;;;24228991;999241280;P250057;355241322837874;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241069;903;403;;20.12.2024;skříň na chem.látky, kov šedá/žlutá 195x92x50, vaničky,zámek;801;;;1;85;18.12.2024;;ks;6951,45;31.09.11;;;;1,000;6951,45;;;62743741;999241284;225241069;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241070;903;403;;20.12.2024;skříň na chem.látky, kov šedá/žlutá 195x92x50, vaničky,zámek;801;;;1;85;18.12.2024;;ks;6951,45;31.09.11;;;;1,000;6951,45;;;62743741;999241284;225241070;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241071;903;403;;20.12.2024;skříň na chem.látky, kov šedá/žlutá 195x92x50, vaničky,zámek;801;;;1;85;18.12.2024;;ks;6951,45;31.09.11;;;;1,000;6951,45;;;62743741;999241284;225241071;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241072;903;403;;20.12.2024;skříň na chem.látky, kov šedá/žlutá 195x92x50, vaničky,zámek;801;;;1;85;18.12.2024;;ks;6951,45;31.09.11;;;;1,000;6951,45;;;62743741;999241284;225241072;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09241073;903;403;;20.12.2024;skříň na chem.látky, kov šedá/žlutá 195x50x42, vaničky,zámek;801;;;1;85;18.12.2024;;ks;5331,20;31.09.11;;;;1,000;5331,20;;;62743741;999241284;225241073;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250093;903;224;;21.2.2025;automat.kávovar Philips Series 2300 LatteGo EP2330/10 černý;801;;;1;86;6.2.2025;;ks;9999,00;27.90.11;;;;1,000;9999,00;;;49973053;999250059;225250093;;2024;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250101;903;403;;21.2.2025;vozík policový nerez 68x38cm, bez rukojeti;801;;;1;86;10.2.2025;;ks;2885,85;31.09.11;;;;1,000;2885,85;;;27830306;222250085;225250101;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250102;903;205;;21.2.2025;volební urna velká 43x43x70cm plast/znak (na dokumenty);801;;;1;86;11.2.2025;;ks;1494,50;22.22.13;;;;1,000;1494,50;;;25544934;222250086;225250102;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250149;903;221;759;3.11.2025;"notebook M LTE-HP EliteBook 645 G11 14"" stříbrošedý,512/16GB";860;;;1;84;25.2.2025;;ks;20073,90;26.20.11;;;;1,000;20073,90;;;14498138;999250141;P250361;1H85050WJM;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250154;903;3830;;13.11.2025;"notebook M LTE-HP EliteBook 645 G11 14"" stříbrošedý,512/16GB";860;;;1;84;25.2.2025;;ks;20073,90;26.20.11;;;;1,000;20073,90;;;14498138;999250141;P250373;1H85050WJK;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250164;903;217;;17.12.2025;"notebook M LTE-HP EliteBook 645 G11 14"" stříbrošedý,512/16GB";860;;;1;84;25.2.2025;;ks;20073,90;26.20.11;;;;1,000;20073,90;;;14498138;999250141;P250405;1H85050WK8;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250274;903;221;759;1.3.2026;dokovací stanice L - HP USB-C G5;860;;;1;84;25.2.2025;;ks;3254,90;26.20.13;;;;1,000;3254,90;;;14498138;999250141;P260023;C2Q503ZL7N;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250405;903;205;;23.6.2025;"monitor I - HP Series 5 Pro 23,8"" FHD 524pf";860;;;1;84;25.2.2025;;ks;2589,40;26.20.17;;;;1,000;2589,40;;;14498138;999250141;P250210;CNK441011L;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250443;903;205;;23.6.2025;"monitor I - HP Series 5 Pro 23,8"" FHD 524pf";860;;;1;84;25.2.2025;;ks;2589,40;26.20.17;;;;1,000;2589,40;;;14498138;999250141;P250210;CNK4410FRP;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250455;903;217;;23.6.2025;"monitor I - HP Series 5 Pro 23,8"" FHD 524pf";860;;;1;84;25.2.2025;;ks;2589,40;26.20.17;;;;1,000;2589,40;;;14498138;999250141;P250210;CNK4410FRX;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250546;903;215;;19.3.2025;šatní skříň kovová-štádlo 180x60x50cm 2 oddíly,sv.šedá/modrá;801;;;1;85;17.3.2025;;ks;4779,50;31.01.11;;;;1,000;4779,50;;;27830306;222250323;225250546;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250547;903;215;;19.3.2025;šatní skříň kovová-štádlo 180x60x50cm 2 oddíly,sv.šedá/modrá;801;;;1;85;17.3.2025;;ks;4779,50;31.01.11;;;;1,000;4779,50;;;27830306;222250323;225250547;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250581;903;408;;31.3.2025;tonometr BOSO ROID II.;801;;;1;81;28.3.2025;;ks;1292,68;32.50.50;;;;1,000;1292,68;;;;324250130;225250581;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250609;903;408;;24.4.2025;magnetická popisovací tabule 120x90cm bílá, na zeď;801;;;1;86;10.4.2025;;ks;1003,09;31.09.11;;;;1,000;1003,09;;;27830306;222250487;225250609;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250866;903;4807;;31.5.2025;intraoseální bateriová vrtačka;801;;;1;81;31.5.2025;;ks;10829,50;32.50.50;;;;1,000;10829,50;;;;324250238;225250866;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09250985;903;3909;;30.6.2025;záchr.batoh PAX-Tek Wasserkuppe červený, komplet s amp - IP;801;;;1;81;30.6.2025;;ks;24249,75;32.50.50;;;;1,000;24249,75;;;27932125;333250236;225250985;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251001;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251001;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251002;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251002;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251003;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251003;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251004;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251004;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251005;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251005;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251006;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251006;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251007;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251007;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251008;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251008;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251009;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251009;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251010;903;403;;28.7.2025;dálkový ovladač garážových vrat TRANSMITTER 4-kanálový;801;;;1;86;14.7.2025;;ks;1156,00;26.30.12;;;;1,000;1156,00;;;27106985;222251076;225251010;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251064;903;403;;31.7.2025;vozík na odpad.pytle 120 lt, červená/modrá, 103x103x50cm;801;;;1;86;31.7.2025;;ks;17063,00;31.09.11;;;;1,000;17063,00;;;62743741;999250755;225251064;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251099;903;202;;31.8.2025;válenda STEFI 90*200cm hnědá čaloun, pruž.matr., lamel.rošt;801;;;1;85;31.8.2025;;ks;5699,00;31.09.12;;;;1,000;5699,00;;;25723944;999250864;225251099;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251100;903;228;;31.8.2025;válenda STEFI 90*200cm hnědá čaloun, pruž.matr., lamel.rošt;801;;;1;85;31.8.2025;;ks;5699,00;31.09.12;;;;1,000;5699,00;;;25723944;999250864;225251100;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251338;903;221;;22.9.2025;mob.kontejner Primo White 3x zás, 43x55x63cm,montovaný+zámek;801;;;1;85;8.9.2025;;ks;4620,99;31.01.12;;;;1,000;4620,99;;;27830306;222251327;225251338;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251339;903;221;;22.9.2025;psací stůl výškově stavitelný,motor, 180x80cm bříza/bílá;801;;;1;85;8.9.2025;;ks;5481,30;31.01.11;;;;1,000;5481,30;;;27830306;222251327;225251339;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251349;903;403;;22.9.2025;lednice Siguro Bulk A160W malá bílá,E,46 l, 50x47x45cm;801;;;1;86;12.9.2025;;ks;2834,25;27.51.11;;;;1,000;2834,25;;;27082440;999250928;225251349;SN: SGR-MB-A160W25010566;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251438;903;221;;31.10.2025;vitrína HEMNES 90x197x37cm, bílá moř, 2 dvířka sklo,3 šuplík;801;;;1;85;9.10.2025;;ks;7990,00;31.09.12;;;;1,000;7990,00;;;27081052;999251022;225251438;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251439;903;221;;31.10.2025;komoda HEMNES 54x66x38cm, bílá mořená, 2 zásuvky;801;;;1;85;9.10.2025;;ks;2490,00;31.09.12;;;;1,000;2490,00;;;27081052;999251022;225251439;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251440;903;221;;31.10.2025;křeslo BUKSBO ratan přírodní + polštář DJUPVIK bílý bavlněný;801;;;1;85;9.10.2025;;ks;4990,00;31.09.12;;;;1,000;4990,00;;;27081052;999251022;225251440;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251441;903;221;;31.10.2025;pohovka NYHAMN černá 3místná rozkládací, pěn.matrace 140x200;801;;;1;85;9.10.2025;;ks;5800,00;31.09.12;;;;1,000;5800,00;;;27081052;999251022;225251441;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251442;903;221;;31.10.2025;knihovna/regál HEMNES 49x197x37cm, bílá mořená;801;;;1;85;9.10.2025;;ks;2990,00;31.09.12;;;;1,000;2990,00;;;27081052;999251022;225251442;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251443;903;221;;31.10.2025;konferenční stolek KRAGSTA kulatý bílý moř. pr.90cm, v.48cm;801;;;1;85;9.10.2025;;ks;3490,00;31.09.12;;;;1,000;3490,00;;;27081052;999251022;225251443;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251456;903;408;;31.10.2025;tonometr BOSO ROID II.;801;;;1;81;16.10.2025;;ks;1292,68;32.50.50;;;;1,000;1292,68;;;;324250522;225251456;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251473;903;217;;31.10.2025;křeslo FLAVIO, barva kost/dub sonoma, voděodol.látka tm.šedá;801;;;1;85;21.10.2025;;ks;5291,00;31.09.12;;;;1,000;5291,00;;;7234490;999251060;225251473;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251474;903;217;;31.10.2025;křeslo FLAVIO, barva kost/dub sonoma, voděodol.látka tm.šedá;801;;;1;85;21.10.2025;;ks;5291,00;31.09.12;;;;1,000;5291,00;;;7234490;999251060;225251474;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251475;903;204;;31.10.2025;válenda STEFI 90*200cm hnědá čaloun, pruž.matr., lamel.rošt;801;;;1;85;21.10.2025;;ks;6999,00;31.09.12;;;;1,000;6999,00;;;25723944;999251062;225251475;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09251506;903;408;;31.10.2025;nabíječka pro Corpuls 3 defibrilátor;801;;;1;81;31.10.2025;;ks;12069,75;32.50.50;;;;1,000;12069,75;;;;324250538;225251506;V4426A0303;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252522;903;205;;31.10.2025;židle kancelářská LUCAS černá (kov,plast,čalounění,síť);801;;;1;85;7.10.2025;;ks;2120,53;31.01.11;;;;1,000;2120,53;;;27830306;999251024;225252522;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252523;903;205;;31.10.2025;židle kancelářská LUCAS černá (kov,plast,čalounění,síť);801;;;1;85;7.10.2025;;ks;2120,52;31.01.11;;;;1,000;2120,52;;;27830306;999251024;225252523;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252628;903;214;;18.12.2025;skříň plechová/štádlo 185x60x50cm šedá/modrá, 2dveře, 2zámky;801;;;1;85;12.12.2025;;ks;3496,90;31.09.11;;;;1,000;3496,90;;;25922378;999251285;225252628;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252629;903;214;;18.12.2025;skříň plechová/štádlo 185x60x50cm šedá/modrá, 2dveře, 2zámky;801;;;1;85;12.12.2025;;ks;3496,90;31.09.11;;;;1,000;3496,90;;;25922378;999251285;225252629;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252630;903;216;;18.12.2025;skříň plechová/štádlo 185x60x50cm šedá/modrá, 2dveře, 2zámky;801;;;1;85;12.12.2025;;ks;3496,90;31.09.11;;;;1,000;3496,90;;;25922378;999251285;225252630;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252631;903;216;;18.12.2025;skříň plechová/štádlo 185x60x50cm šedá/modrá, 2dveře, 2zámky;801;;;1;85;12.12.2025;;ks;3496,90;31.09.11;;;;1,000;3496,90;;;25922378;999251285;225252631;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09252677;903;224;;29.12.2025;knihovna BILLY (Ikea) 80x28x202 cm, vzor dub;801;;;1;85;15.12.2025;;ks;1690,00;31.09.12;;;;1,000;1690,00;;;27081052;999251295;225252677;;2025;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260124;903;;;31.3.2026;zdravotnický batoh zásah;801;;;1;81;31.3.2026;;ks;13189,00;32.50.50;;;;1,000;13189,00;;;;324260106;224260012;;2026;190015;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260125;903;;;31.3.2026;zdravotnický batoh zásah;801;;;1;81;31.3.2026;;ks;13189,00;32.50.50;;;;1,000;13189,00;;;;324260106;224260013;;2026;190015;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260126;903;;;31.3.2026;zdravotnický batoh zásah;801;;;1;81;31.3.2026;;ks;13189,00;32.50.50;;;;1,000;13189,00;;;;324260106;224260014;;2026;190015;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260127;903;;;31.3.2026;zdravotnický batoh venti;801;;;1;81;31.3.2026;;ks;12221,00;32.50.50;;;;1,000;12221,00;;;;324260106;224260015;;2026;190016;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260128;903;;;31.3.2026;zdravotnický batoh venti;801;;;1;81;31.3.2026;;ks;12221,00;32.50.50;;;;1,000;12221,00;;;;324260106;224260016;;2026;190016;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260129;903;;;31.3.2026;zdravotnický batoh venti;801;;;1;81;31.3.2026;;ks;12221,00;32.50.50;;;;1,000;12221,00;;;;324260106;224260017;;2026;190016;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260130;903;;;31.3.2026;zdravotnický batoh RZP;801;;;1;81;31.3.2026;;ks;11531,30;32.50.50;;;;1,000;11531,30;;;;324260106;224260018;;2026;190019;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260131;903;;;31.3.2026;zdravotnický batoh RZP;801;;;1;81;31.3.2026;;ks;11531,30;32.50.50;;;;1,000;11531,30;;;;324260106;224260019;;2026;190019;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260132;903;;;31.3.2026;zdravotnický batoh RZP;801;;;1;81;31.3.2026;;ks;11531,30;32.50.50;;;;1,000;11531,30;;;;324260106;224260020;;2026;190019;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260133;903;;;31.3.2026;zdravotnický batoh RZP;801;;;1;81;31.3.2026;;ks;11531,30;32.50.50;;;;1,000;11531,30;;;;324260106;224260021;;2026;190019;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260134;903;;;31.3.2026;ampulárium RZP;801;;;1;81;31.3.2026;;ks;2274,80;32.50.50;;;;1,000;2274,80;;;;324260109;224260022;;2026;190010;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260135;903;;;31.3.2026;ampulárium RZP;801;;;1;81;31.3.2026;;ks;2274,80;32.50.50;;;;1,000;2274,80;;;;324260106;224260023;;2026;190010;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260136;903;;;31.3.2026;ampulárium RZP;801;;;1;81;31.3.2026;;ks;2274,80;32.50.50;;;;1,000;2274,80;;;;324260106;224260024;;2026;190010;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260137;903;;;31.3.2026;ampulárium pro opiáty;801;;;1;81;31.3.2026;;ks;1887,60;32.50.50;;;;1,000;1887,60;;;;324260106;224260025;;2026;190011;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260138;903;;;31.3.2026;ampulárium pro opiáty;801;;;1;81;31.3.2026;;ks;1887,60;32.50.50;;;;1,000;1887,60;;;;324260106;224260026;;2026;190011;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260139;903;;;31.3.2026;ampulárium pro opiáty;801;;;1;81;31.3.2026;;ks;1887,60;32.50.50;;;;1,000;1887,60;;;;224260027;224260027;;2026;;;;0,00;0,000;0,00;;;;2;2;;;
101;D09260140;903;;;31.3.2026;ampulárium pro opiáty;801;;;1;81;31.3.2026;;ks;1887,60;32.50.50;;;;1,000;1887,60;;;;324260106;224260028;;2026;190011;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040026;101;7;;19.4.2010;H 0-1 skříň dvéřová;860;;;1;85;17.9.2003;85;ks;4482,28;31.09.13;36.1;;;1,000;4482,28;;;;227051;;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040028;101;6;;13.12.2023;H 0-1 skříň dvéřová;861;;;1;85;17.9.2003;85;ks;4482,28;31.09.13;36.1;;;1,000;4482,28;;;;227051;P230407;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040097;101;11;;23.11.2004;MS Windows XP Professional OEM;801;;;2;18;16.10.2003;18;ks;7402,50;;72.20;;;1,000;7402,50;;;48907804;03010286;03010286;MS.WINXP.P;2003;2188;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040098;101;7;;23.11.2004;MS Windows XP Professional OEM;801;;;2;18;16.10.2003;18;ks;7402,04;;72.20;;;1,000;7402,04;;;48907804;03010286;03010286;MS.WINXP.P;2003;2188;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040102;101;1;;30.1.2009;SW záznamový Rec-It Rainbow;860;;;2;18;4.11.2003;18;ks;18690,00;;72.20;;;1,000;18690,00;;;;;;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040488;101;1840;;10.5.2023;motorola GP 340 přenosná RDST;861;;;1;82;1.1.2004;82;ks;25400,70;;32.30;;;1,000;25400,70;;;;;P230183;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040489;101;23;;1.1.2004;motorola GP 340;801;;;1;82;1.1.2004;82;ks;25400,70;;32.30;;;1,000;25400,70;;;;;;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040491;101;23;;1.1.2004;motorola GP 340;801;;;1;82;1.1.2004;82;ks;25400,70;;32.30;;;1,000;25400,70;;;;;;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040492;101;1840;;10.5.2023;motorola GP 340;861;;;1;82;1.1.2004;82;ks;25400,70;;32.30;;;1,000;25400,70;;;;;P230183;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040493;101;8606;;10.10.2024;motorola GP 340;860;;;1;82;1.1.2004;82;ks;25400,70;;32.30;;;1,000;25400,70;;;;;P240273;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040525;101;28;;30.11.2022;kufr PELI 1550 + zástavba;861;;;1;81;17.5.2004;81;ks;7366,10;32.50.50;33.10;;;1,000;7366,10;;;63886731;ZD1040009;P220210;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040554;101;8589;;22.3.2024;fixace hlavy Stintec;861;;;1;81;23.9.2004;81;ks;4000,00;32.50.50;33.10;;;1,000;4000,00;;;;ZD1040034;P240051;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040555;101;8606;;10.10.2024;fixace hlavy Stintec;860;;;1;81;23.9.2004;81;ks;4000,00;32.50.50;33.10;;;1,000;4000,00;;;;ZD1040035;P240273;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040567;101;8589;;22.3.2024;transportní plachta;861;;;1;81;29.9.2004;81;ks;2500,00;32.50.50;33.10;;;1,000;2500,00;;;;ZD1040047;P240051;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040585;101;8589;;22.3.2024;průtokoměr;861;;;1;81;30.9.2004;81;ks;2300,00;32.50.50;33.10;;;1,000;2300,00;;;;ZD1040065;P240051;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040586;101;8606;;10.10.2024;průtokoměr;860;;;1;81;30.9.2004;81;ks;2300,00;32.50.50;33.10;;;1,000;2300,00;;;;ZD1040066;P240273;;;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040658;101;1;;30.1.2009;Panasonic KX-TA308;860;;;1;82;30.12.2004;82;ks;14814,00;;32.20.20;;;1,000;14814,00;;;48907804;ZD1040110;;;2004;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040678;101;12;;30.12.2004;schůdky;801;;;1;85;30.12.2004;85;ks;1184,00;;29.72;;;1,000;1184,00;;;;ZD1040130;ZD1040130;;2004;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040681;101;8;;30.12.2004;křeslo čalouněné;801;;;1;85;30.12.2004;85;ks;7285,83;13.92.16;36.1;;;1,000;7285,83;;;12528331;ZD1040133;ZD1040133;;2004;;;;0,00;0,000;0,00;;;;2;2;;;
102;D01040685;101;14;;30.12.2004;botník uzamykací;801;;;1;85;30.12.2004;85;ks;13634,48;31.09.13;36.1;;;1,000;13634,48;;;12528331;ZD1040685;ZD1040137;;2004;;;;0,00;0,000;0,00;;;;2;2;;;
